131    0.187946 3.763E-42 3.680E-12.05300.000 7377.49650.660.000000       X1/2   2       X1/2   2            4.0 QQ  3.5fe  3.0603010 4 4 2 0 1 0     9.0    7.0
131    0.190150 5.881E-65 4.183E-10.08600.00019128.14780.660.000000       X1/2   6       X1/2   6                QQ  1.5fe     232010 5 2 2 0 1 0     8.0    8.0
131    0.192870 5.806E-48 7.766E-11.04000.00010954.38050.660.000000       X1/2   3       X1/2   3                QQ  5.5ef     342010 5 2 2 0 1 0    24.0   24.0
131    0.196920 1.079E-70 2.138E-10.06500.00021783.72480.660.000000       X1/2   7       X1/2   7                QQ  2.5fe     232010 5 2 2 0 1 0    12.0   12.0
131    0.200697 1.430E-25 1.077E-10.08600.000   83.72470.660.000000       X3/2   0       X3/2   0            2.0 QQ  2.5fe  3.0603010 4 4 2 0 1 0     5.0    7.0
131    0.201164 2.012E-24 1.519E-09.08600.000   83.72420.660.000000       X3/2   0       X3/2   0            2.0 QQ  2.5fe  2.0603010 4 4 2 0 1 0     5.0    5.0
131    0.201309 2.878E-24 1.554E-09.08600.000   83.72470.660.000000       X3/2   0       X3/2   0            3.0 QQ  2.5fe  3.0603010 4 4 2 0 1 0     7.0    7.0
131    0.201776 1.446E-25 7.824E-11.08600.000   83.72420.660.000000       X3/2   0       X3/2   0            3.0 QQ  2.5fe  2.0603010 4 4 2 0 1 0     7.0    5.0
131    0.204680 4.346E-59 5.244E-10.08600.00016379.48650.660.000000       X1/2   5       X1/2   5                QQ  1.5fe     242010 5 2 2 0 1 0     8.0    8.0
131    0.212410 7.908E-75 9.520E-10.06500.00024093.35220.660.000000       X3/2   8       X3/2   8                QQ  3.5fe     232010 5 2 2 0 1 0    16.0   16.0
131    0.214390 3.684E-65 2.867E-10.06500.00019205.39480.660.000000       X1/2   6       X1/2   6                QQ  2.5fe     232010 5 2 2 0 1 0    12.0   12.0
131    0.217360 7.118E-53 6.490E-10.08600.00013467.18640.660.000000       X1/2   4       X1/2   4                QQ  1.5fe     242010 5 2 2 0 1 0     8.0    8.0
131    0.220439 3.236E-43 1.784E-12.04000.000 7741.75320.660.000000       X1/2   2       X1/2   2            5.0 QQ  5.5ef  6.0602010 4 4 2 0 1 0    11.0   13.0
131    0.221560 2.517E-41 1.180E-10.04000.000 7741.75320.660.000000       X1/2   2       X1/2   2            6.0 QQ  5.5ef  6.0602010 4 4 2 0 1 0    13.0   13.0
131    0.222936 2.152E-41 1.200E-10.04000.000 7741.75070.660.000000       X1/2   2       X1/2   2            5.0 QQ  5.5ef  5.0602010 4 4 2 0 1 0    11.0   11.0
131    0.224056 3.343E-43 1.585E-12.04000.000 7741.75070.660.000000       X1/2   2       X1/2   2            6.0 QQ  5.5ef  5.0602010 4 4 2 0 1 0    13.0   11.0
131    0.228500 2.626E-59 3.500E-10.06500.00016460.70340.660.000000       X1/2   5       X1/2   5                QQ  2.5fe     242010 5 2 2 0 1 0    12.0   12.0
131    0.229020 2.475E-46 7.679E-10.08600.00010392.39670.660.000000       X1/2   3       X1/2   3                QQ  1.5fe     342010 5 2 2 0 1 0     8.0    8.0
131    0.238372 1.146E-40 1.446E-10.08600.000 7155.04810.660.000000       X1/2   2       X1/2   2            1.0 QQ  1.5fe  2.0603010 4 4 2 0 1 0     3.0    5.0
131    0.238833 5.757E-40 7.280E-10.08600.000 7155.04760.660.000000       X1/2   2       X1/2   2            1.0 QQ  1.5fe  1.0603010 4 4 2 0 1 0     3.0    3.0
131    0.239880 4.159E-53 4.221E-10.06500.00013552.35510.660.000000       X1/2   4       X1/2   4                QQ  2.5fe     242010 5 2 2 0 1 0    12.0   12.0
131    0.240593 1.051E-39 8.033E-10.08600.000 7155.04810.660.000000       X1/2   2       X1/2   2            2.0 QQ  1.5fe  2.0603010 4 4 2 0 1 0     5.0    5.0
131    0.241054 1.173E-40 8.983E-11.08600.000 7155.04760.660.000000       X1/2   2       X1/2   2            2.0 QQ  1.5fe  1.0603010 4 4 2 0 1 0     5.0    3.0
131    0.242120 1.284E-69 1.469E-09.06500.00021687.42360.660.000000       X3/2   7       X3/2   7                QQ  3.5fe     232010 5 2 2 0 1 0    16.0   16.0
131    0.248658 1.893E-33 1.649E-10.08600.000 3754.04330.660.000000       X1/2   1       X1/2   1            1.0 QQ  1.5fe  2.0603010 4 4 2 0 1 0     3.0    5.0
131    0.249083 9.501E-33 8.289E-10.08600.000 3754.04290.660.000000       X1/2   1       X1/2   1            1.0 QQ  1.5fe  1.0603010 4 4 2 0 1 0     3.0    3.0
131    0.249780 1.393E-46 4.847E-10.06500.00010481.52670.660.000000       X1/2   3       X1/2   3                QQ  2.5fe     342010 5 2 2 0 1 0    12.0   12.0
131    0.250935 1.735E-32 9.150E-10.08600.000 3754.04330.660.000000       X1/2   1       X1/2   1            2.0 QQ  1.5fe  2.0603010 4 4 2 0 1 0     5.0    5.0
131    0.251359 1.935E-33 1.022E-10.08600.000 3754.04290.660.000000       X1/2   1       X1/2   1            2.0 QQ  1.5fe  1.0603010 4 4 2 0 1 0     5.0    3.0
131    0.251398 5.728E-36 2.690E-12.04000.000 4365.73730.660.000000       X1/2   1       X1/2   1            5.0 QQ  5.5ef  6.0602010 4 4 2 0 1 0    11.0   13.0
131    0.252481 4.448E-34 1.775E-10.04000.000 4365.73730.660.000000       X1/2   1       X1/2   1            6.0 QQ  5.5ef  6.0602010 4 4 2 0 1 0    13.0   13.0
131    0.253926 3.798E-34 1.802E-10.04000.000 4365.73470.660.000000       X1/2   1       X1/2   1            5.0 QQ  5.5ef  5.0602010 4 4 2 0 1 0    11.0   11.0
131    0.255010 5.892E-36 2.375E-12.04000.000 4365.73470.660.000000       X1/2   1       X1/2   1            6.0 QQ  5.5ef  5.0602010 4 4 2 0 1 0    13.0   11.0
131    0.256648 2.760E-41 3.539E-11.06500.000 7248.17220.660.000000       X1/2   2       X1/2   2            2.0 QQ  2.5fe  3.0603010 4 4 2 0 1 0     5.0    7.0
131    0.257295 3.885E-40 4.994E-10.06500.000 7248.17160.660.000000       X1/2   2       X1/2   2            2.0 QQ  2.5fe  2.0603010 4 4 2 0 1 0     5.0    5.0
131    0.258509 6.902E-26 1.849E-10.08600.000  187.49410.660.000000       X1/2   0       X1/2   0            1.0 QQ  1.5fe  2.0603010 4 4 2 0 1 0     3.0    5.0
131    0.258904 3.462E-25 9.288E-10.08600.000  187.49370.660.000000       X1/2   0       X1/2   0            1.0 QQ  1.5fe  1.0603010 4 4 2 0 1 0     3.0    3.0
131    0.258919 5.619E-40 5.192E-10.06500.000 7248.17220.660.000000       X1/2   2       X1/2   2            3.0 QQ  2.5fe  3.0603010 4 4 2 0 1 0     7.0    7.0
131    0.259566 2.823E-41 2.615E-11.06500.000 7248.17160.660.000000       X1/2   2       X1/2   2            3.0 QQ  2.5fe  2.0603010 4 4 2 0 1 0     7.0    5.0
131    0.260851 6.325E-25 1.026E-09.08600.000  187.49410.660.000000       X1/2   0       X1/2   0            2.0 QQ  1.5fe  2.0603010 4 4 2 0 1 0     5.0    5.0
131    0.261246 7.048E-26 1.145E-10.08600.000  187.49370.660.000000       X1/2   0       X1/2   0            2.0 QQ  1.5fe  1.0603010 4 4 2 0 1 0     5.0    3.0
131    0.264117 4.377E-34 3.896E-11.06500.000 3851.21250.660.000000       X1/2   1       X1/2   1            2.0 QQ  2.5fe  3.0603010 4 4 2 0 1 0     5.0    7.0
131    0.264734 6.157E-33 5.494E-10.06500.000 3851.21180.660.000000       X1/2   1       X1/2   1            2.0 QQ  2.5fe  2.0603010 4 4 2 0 1 0     5.0    5.0
131    0.266441 8.910E-33 5.715E-10.06500.000 3851.21250.660.000000       X1/2   1       X1/2   1            3.0 QQ  2.5fe  3.0603010 4 4 2 0 1 0     7.0    7.0
131    0.267058 4.475E-34 2.877E-11.06500.000 3851.21180.660.000000       X1/2   1       X1/2   1            3.0 QQ  2.5fe  2.0603010 4 4 2 0 1 0     7.0    5.0
131    0.270789 1.530E-26 4.214E-11.06500.000  288.77340.660.000000       X1/2   0       X1/2   0            2.0 QQ  2.5fe  3.0603010 4 4 2 0 1 0     5.0    7.0
131    0.271383 2.152E-25 5.941E-10.06500.000  288.77280.660.000000       X1/2   0       X1/2   0            2.0 QQ  2.5fe  2.0603010 4 4 2 0 1 0     5.0    5.0
131    0.271570 4.573E-64 2.132E-09.06500.00019110.51230.660.000000       X3/2   6       X3/2   6                QQ  3.5fe     242010 5 2 2 0 1 0    16.0   16.0
131    0.273175 3.115E-25 6.183E-10.06500.000  288.77340.660.000000       X1/2   0       X1/2   0            3.0 QQ  2.5fe  3.0603010 4 4 2 0 1 0     7.0    7.0
131    0.273769 1.564E-26 3.111E-11.06500.000  288.77280.660.000000       X1/2   0       X1/2   0            3.0 QQ  2.5fe  2.0603010 4 4 2 0 1 0     7.0    5.0
131    0.283635 2.199E-28 3.899E-12.04000.000  824.53330.660.000000       X1/2   0       X1/2   0            5.0 QQ  5.5ef  6.0602010 4 4 2 0 1 0    11.0   13.0
131    0.284692 1.706E-26 2.569E-10.04000.000  824.53330.660.000000       X1/2   0       X1/2   0            6.0 QQ  5.5ef  6.0602010 4 4 2 0 1 0    13.0   13.0
131    0.286204 1.455E-26 2.603E-10.04000.000  824.53080.660.000000       X1/2   0       X1/2   0            5.0 QQ  5.5ef  5.0602010 4 4 2 0 1 0    11.0   11.0
131    0.287259 2.255E-28 3.427E-12.04000.000  824.53080.660.000000       X1/2   0       X1/2   0            6.0 QQ  5.5ef  5.0602010 4 4 2 0 1 0    13.0   11.0
131    0.292990 7.857E-77 1.675E-10.04000.00024733.59270.660.000000       X1/2   8       X1/2   8                QQ  6.5ef     232010 5 2 2 0 1 0    28.0   28.0
131    0.300450 3.510E-58 2.930E-09.06500.00016367.23010.660.000000       X3/2   5       X3/2   5                QQ  3.5fe     242010 5 2 2 0 1 0    16.0   16.0
131    0.323820 1.064E-71 2.427E-10.04000.00022358.28300.660.000000       X1/2   7       X1/2   7                QQ  6.5ef     232010 5 2 2 0 1 0    28.0   28.0
131    0.329470 5.833E-52 3.899E-09.06500.00013460.26960.660.000000       X3/2   4       X3/2   4                QQ  3.5fe     242010 5 2 2 0 1 0    16.0   16.0
131    0.334830 1.669E-79 2.099E-09.05300.00026423.14990.660.000000       X3/2   9       X3/2   9                QQ  4.5fe     232010 5 2 2 0 1 0    20.0   20.0
131    0.358520 2.078E-45 5.009E-09.06500.00010390.80110.660.000000       X3/2   3       X3/2   3                QQ  3.5fe     342010 5 2 2 0 1 0    16.0   16.0
131    0.361430 3.411E-66 3.643E-10.04000.00019811.03790.660.000000       X1/2   6       X1/2   6                QQ  6.5ef     232010 5 2 2 0 1 0    28.0   28.0
131    0.387673 2.494E-40 1.738E-10.06500.000 7158.76840.660.000000       X3/2   2       X3/2   2            4.0 QQ  3.5fe  3.0603010 4 4 2 0 1 0     9.0    7.0
131    0.387898 6.742E-39 6.045E-09.06500.000 7158.76840.660.000000       X3/2   2       X3/2   2            3.0 QQ  3.5fe  3.0503010 4 4 2 0 1 0     7.0    7.0
131    0.388068 8.747E-39 6.103E-09.06500.000 7158.76800.660.000000       X3/2   2       X3/2   2            4.0 QQ  3.5fe  4.0503010 4 4 2 0 1 0     9.0    9.0
131    0.388297 2.502E-40 2.246E-10.06500.000 7158.76800.660.000000       X3/2   2       X3/2   2            3.0 QQ  3.5fe  4.0603010 4 4 2 0 1 0     7.0    9.0
131    0.390150 1.197E-74 3.583E-09.05300.00024201.46200.660.000000       X3/2   8       X3/2   8                QQ  4.5fe     232010 5 2 2 0 1 0    20.0   20.0
