  =============================
          13     107.659
          14     109.165
          15     110.815
          16     112.606
          17     114.536
          18     116.602
          19     118.801
          20     121.133
          21     123.597
          22     126.192
          23     128.918
  =============================
           J =  15.0
           v   energy
           0      28.609
           1      53.262
           2      72.461
           3      86.647
           4      95.885
           5     100.634
           6     101.984
           7     102.244
           8     102.843
           9     103.522
          10     104.408
          11     105.460
          12     106.671
          13     108.036
          14     109.551
          15     111.210
          16     113.009
          17     114.947
          18     117.020
          19     119.226
          20     121.564
          21     124.033
          22     126.633
          23     129.363
  =============================
           J =  16.0
           v   energy
           0      30.441
           1      54.946
           2      73.980
           3      87.966
           4      96.958
           5     101.376
           6     102.147
           7     102.672
           8     103.151
           9     103.875
          10     104.778
          11     105.844
          12     107.067
          13     108.442
          14     109.966
          15     111.634
          16     113.442
          17     115.387
          18     117.467
          19     119.680
          20     122.025
          21     124.499
          22     127.104
          23     129.839
  =============================
           J =  17.0
           v   energy
           0      32.385
           1      56.732
           2      75.588
           3      89.358
           4      98.081
           5     102.120
           6     102.317
           7     103.059
           8     103.503
           9     104.256
          10     105.176
          11     106.257
          12     107.492
          13     108.877
          14     110.410
          15     112.087
          16     113.903
          17     115.856
          18     117.945
          19     120.165
          20     122.516
          21     124.997
          22     127.607
  =============================
           J =  18.0
           v   energy
           0      34.441
           1      58.619
           2      77.286
           3      90.823
           4      99.250
           5     102.493
           6     102.842
           7     103.400
           8     103.910
           9     104.669
          10     105.603
          11     106.700
          12     107.947
          13     109.342
          14     110.884
          15     112.569
          16     114.394
          17     116.356
          18     118.452
          19     120.680
          20     123.039
          21     125.526
          22     128.141
  =============================
           J =  19.0
           v   energy
           0      36.609
           1      60.607
           2      79.071
           3      92.358
           4     100.460
           5     102.679
           6     103.483
           7     103.746
           8     104.356
           9     105.117
          10     106.063
          11     107.172
          12     108.433
          13     109.839
          14     111.389
          15     113.083
          16     114.916
          17     116.886
          18     118.990
          19     121.226
          20     123.592
          21     126.086
          22     128.708
  =============================
           J =  20.0
           v   energy
           0      38.886
           1      62.694
           2      80.942
           3      93.961
           4     101.701
           5     102.873
           6     103.901
           7     104.232
           8     104.832
           9     105.606
          10     106.558
          11     107.676
          12     108.949
          13     110.366
          14     111.926
          15     113.628
          16     115.469
          17     117.447
          18     119.559
          19     121.803
          20     124.176
          21     126.678
          22     129.306
  =============================
           J =  21.0
           v   energy
           0      41.274
           1      64.879
           2      82.899
           3      95.628
           4     102.964
           5     103.076
           6     104.205
           7     104.743
           8     105.335
           9     106.130
          10     107.090
          11     108.215
          12     109.497
          13     110.926
          14     112.495
          15     114.205
          16     116.054
          17     118.039
          18     120.159
          19     122.411
          20     124.792
          21     127.302
          22     129.937
  =============================
           J =  22.0
           v   energy
           0      43.771
           1      67.163
           2      84.939
           3      97.358
           4     103.287
           5     104.230
           6     104.495
           7     105.201
           8     105.852
           9     106.679
          10     107.656
          11     108.789
          12     110.080
          13     111.519
          14     113.098
          15     114.816
          16     116.672
          17     118.665
          18     120.792
          19     123.051
          20     125.440
          21     127.957
  =============================
           J =  23.0
           v   energy
           0      46.377
           1      69.543
           2      87.062
           3      99.146
           4     103.507
           5     104.783
           6     105.433
           7     105.660
           8     106.378
           9     107.244
          10     108.251
          11     109.399
          12     110.697
          13     112.145
          14     113.734
          15     115.461
          16     117.324
          17     119.324
          18     121.458
          19     123.724
          20     126.121
          21     128.646
  =============================
           J =  24.0
           v   energy
           0      49.091
           1      72.019
           2      89.264
           3     100.987
           4     103.734
           5     105.078
           6     105.994
           7     106.574
           8     107.000
           9     107.840
          10     108.872
          11     110.041
          12     111.350
          13     112.805
          14     114.404
          15     116.140
          16     118.011
          17     120.017
          18     122.158
          19     124.431
          20     126.834
          21     129.367
  =============================
           J =  25.0
           v   energy
           0      51.913
           1      74.590
           2      91.545
           3     102.876
           4     103.971
           5     105.377
           6     106.392
           7     107.216
           8     107.869
           9     108.535
          10     109.531
          11     110.715
          12     112.038
          13     113.502
          14     115.109
          15     116.854
          16     118.733
          17     120.747
          18     122.893
          19     125.172
          20     127.582
  =============================
           J =  26.0
           v   energy
           0      54.841
           1      77.253
           2      93.901
           3     104.216
           4     104.807
           5     105.683
           6     106.783
           7     107.717
           8     108.593
           9     109.367
          10     110.266
          11     111.429
          12     112.762
          13     114.235
          14     115.850
          15     117.604
          16     119.491
          17     121.512
          18     123.664
          19     125.949
          20     128.364
  =============================
           J =  27.0
           v   energy
