15	2300.770348	44.64	ElecStateLabel=X;v=2;J=16	ElecStateLabel=X;v=3;J=15	3.843e-35	6	608
15	2301.816983	43.5	ElecStateLabel=X;v=12;J=24	ElecStateLabel=X;v=14;J=23	4.352e-84	4	608
15	2302.129739	0.1879	ElecStateLabel=X;v=7;J=31	ElecStateLabel=X;v=8;J=32	3.655e-74	4	608
15	2302.509224	19.38	ElecStateLabel=X;v=7;J=10	ElecStateLabel=X;v=8;J=11	4.284e-58	4	608
15	2308.433855	33.23	ElecStateLabel=X;v=1;J=19	ElecStateLabel=X;v=2;J=18	9.917e-32	6	608
15	2309.507697	18.15	ElecStateLabel=X;v=0;J=22	ElecStateLabel=X;v=1;J=21	9.862e-29	6	608
15	2309.986088	55.82	ElecStateLabel=X;v=4;J=8	ElecStateLabel=X;v=5;J=7	2.747e-42	7	608
15	2311.02707	18.15	ElecStateLabel=X;v=7;J=11	ElecStateLabel=X;v=8;J=12	1.799e-58	4	608
15	2311.352269	52.48	ElecStateLabel=X;v=3;J=12	ElecStateLabel=X;v=4;J=11	2.087e-38	6	608
15	2311.77265	0.01407	ElecStateLabel=X;v=7;J=30	ElecStateLabel=X;v=8;J=31	2.44e-74	4	608
15	2315.137553	32.82	ElecStateLabel=X;v=6;J=2	ElecStateLabel=X;v=7;J=3	8.677e-52	7	608
15	2315.220735	58.45	ElecStateLabel=X;v=5;J=3	ElecStateLabel=X;v=6;J=2	8.518e-47	7	608
15	2315.453629	47.65	ElecStateLabel=X;v=11;J=29	ElecStateLabel=X;v=13;J=28	2.219e-84	4	608
15	2318.783858	16.88	ElecStateLabel=X;v=7;J=12	ElecStateLabel=X;v=8;J=13	6.902e-59	4	608
15	2320.318295	0.03544	ElecStateLabel=X;v=7;J=29	ElecStateLabel=X;v=8;J=30	5.191e-73	4	608
15	2320.797022	0.7564	ElecStateLabel=X;v=14;J=17	ElecStateLabel=X;v=16;J=18	4.966e-88	4	608
15	2322.697184	26.1	ElecStateLabel=X;v=14;J=8	ElecStateLabel=X;v=16;J=7	4.538e-84	4	608
15	2325.155025	0.1467	ElecStateLabel=X;v=13;J=26	ElecStateLabel=X;v=15;J=27	1.505e-90	4	608
15	2325.766511	15.59	ElecStateLabel=X;v=7;J=13	ElecStateLabel=X;v=8;J=14	2.424e-59	4	608
15	2327.794206	0.2372	ElecStateLabel=X;v=7;J=28	ElecStateLabel=X;v=8;J=29	2.772e-71	4	608
15	2327.907082	45.22	ElecStateLabel=X;v=2;J=15	ElecStateLabel=X;v=3;J=14	1.577e-34	6	608
15	2328.226714	3.332	ElecStateLabel=X;v=6;J=39	ElecStateLabel=X;v=7;J=40	1.486e-77	6	608
15	2329.418058	38.26	ElecStateLabel=X;v=13;J=17	ElecStateLabel=X;v=15;J=16	1.431e-83	4	608
15	2329.922558	33.17	ElecStateLabel=X;v=6;J=3	ElecStateLabel=X;v=7;J=4	8.657e-52	7	608
15	2331.961775	14.27	ElecStateLabel=X;v=7;J=14	ElecStateLabel=X;v=8;J=15	7.794e-60	4	608
15	2332.294571	56.39	ElecStateLabel=X;v=4;J=7	ElecStateLabel=X;v=5;J=6	4.814e-42	7	608
15	2334.225833	0.6045	ElecStateLabel=X;v=7;J=27	ElecStateLabel=X;v=8;J=28	5.319e-70	4	608
15	2334.255919	64.38	ElecStateLabel=X;v=5;J=2	ElecStateLabel=X;v=6;J=1	7.185e-47	7	608
15	2336.170869	53.01	ElecStateLabel=X;v=3;J=11	ElecStateLabel=X;v=4;J=10	5.635e-38	7	608
15	2337.344287	33.72	ElecStateLabel=X;v=1;J=18	ElecStateLabel=X;v=2;J=17	5.64e-31	6	608
15	2337.35618	12.96	ElecStateLabel=X;v=7;J=15	ElecStateLabel=X;v=8;J=16	2.297e-60	4	608
15	2339.636838	1.123	ElecStateLabel=X;v=7;J=26	ElecStateLabel=X;v=8;J=27	7.006e-69	4	608
15	2340.097308	18.46	ElecStateLabel=X;v=0;J=21	ElecStateLabel=X;v=1;J=20	7.806e-28	6	608
15	2341.936012	11.64	ElecStateLabel=X;v=7;J=16	ElecStateLabel=X;v=8;J=17	6.204e-61	4	608
15	2344.049342	1.778	ElecStateLabel=X;v=7;J=25	ElecStateLabel=X;v=8;J=26	7.398e-68	4	608
15	2344.055406	32.98	ElecStateLabel=X;v=6;J=4	ElecStateLabel=X;v=7;J=5	7.433e-52	7	608
15	2345.687265	10.34	ElecStateLabel=X;v=7;J=17	ElecStateLabel=X;v=8;J=18	1.536e-61	4	608
15	2345.697363	2.127	ElecStateLabel=X;v=6;J=38	ElecStateLabel=X;v=7;J=39	1.381e-76	6	608
